person,elements_key,elements_year,elements_city,elements_language_first,elements_format,elements_books,elements_claim_flags,elements_social_flags,non_elements_key,non_elements_year,non_elements_city,non_elements_language_first,non_elements_format,non_elements_subject_family,non_elements_claim_flags,non_elements_social_flags,year_gap,same_city,same_language_first,same_format
Federico Commandino,Pesaro_1619,1619,Pesaro,LATIN,2,1–15,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,bib-42,1570,Pesaro,LATIN,,Geometry/Theory,,no_visible_social_arena,49,1,1,0
Christopher Clavius,Frankfurt_1654,1654,Frankfurt,LATIN,8,1–16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,bib-6,1604,Rome,LATIN,,Geometry/Theory,,religious_institutional_arena,50,0,1,0
Christopher Clavius,Graz_1636,1636,Graz,LATIN,12,1-6,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena,X2T7PY,1586,Rome,LATIN,,Instruments/Measurement,claim_augmentation_enrichment_composition,religious_institutional_arena,50,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-23,1626,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,50,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-50,1626,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,50,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-10,1627,Lyon,FRENCH,,No primary family,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_visual_material_aids,no_visible_social_arena,50,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-26,1627,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Instruments/Measurement | Applied Mechanics/Military,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids; claim_selection_extraction_abridgment,learned_scholarly_arena; patronage_prestige_arena,50,0,1,0
Oronce Finé,Paris_1536,1536,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,X5YBIB,1586,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,50,1,0,0
Christopher Clavius,Rome_1655,1655,Rome,LATIN,12,1–6,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena; learned_scholarly_arena,bib-6,1604,Rome,LATIN,,Geometry/Theory,,religious_institutional_arena,51,1,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-23,1626,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,51,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-50,1626,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,51,0,1,0
Oronce Finé,Paris_1536,1536,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,bib-45,1587,Venice,ITALIAN,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement | Cosmos/Earth,claim_translation_vernacularization_transfer,pedagogical_school_arena; learned_scholarly_arena,51,0,0,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-1,1623,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_method_demonstration_order; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,53,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-7,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,53,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-60,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,53,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-11,1630,Paris,FRENCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,learned_scholarly_arena,53,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-1,1623,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_method_demonstration_order; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,54,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-7,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,54,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-60,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,54,0,1,0
Christopher Clavius,Graz_1636,1636,Graz,LATIN,12,1-6,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena,ZGOHUR,1581,Rome,LATIN,,Instruments/Measurement,claim_method_demonstration_order; claim_augmentation_enrichment_composition,religious_institutional_arena,55,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-11,1630,Paris,FRENCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,learned_scholarly_arena,55,0,1,0
[No named author/editor],Basel_1570,1570,Basel,DUTCH,2,,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,ustc-4,1625,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,general_public_lovers_arena,55,0,0,0
[No named author/editor],Venice_1491,1491,Venice,LATIN,2,,,no_visible_social_arena,bib-222,1546,London,ENGLISH,,Arithmetic/Commerce,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,no_visible_social_arena,55,0,0,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-5,1620,Paris,FRENCH,,Cosmos/Earth,,no_visible_social_arena,56,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-6,1620,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,court_state_service_arena; professional_practical_arena; patronage_prestige_arena,56,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-55,1620,Paris,FRENCH,,Instruments/Measurement | Cosmos/Earth,claim_augmentation_enrichment_composition,no_visible_social_arena,56,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-58,1620,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,56,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-10,1627,Lyon,FRENCH,,No primary family,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_visual_material_aids,no_visible_social_arena,56,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-26,1627,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Instruments/Measurement | Applied Mechanics/Military,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids; claim_selection_extraction_abridgment,learned_scholarly_arena; patronage_prestige_arena,56,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,57,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-5,1620,Paris,FRENCH,,Cosmos/Earth,,no_visible_social_arena,57,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-6,1620,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,court_state_service_arena; professional_practical_arena; patronage_prestige_arena,57,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-55,1620,Paris,FRENCH,,Instruments/Measurement | Cosmos/Earth,claim_augmentation_enrichment_composition,no_visible_social_arena,57,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-58,1620,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,57,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-23,1626,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,57,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-50,1626,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,57,0,1,0
Jacques Peletier,Geneva_1611,1611,Geneva,FRENCH,4,1–6,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,patronage_prestige_arena,bib-15,1554,Lyon,FRENCH,,Arithmetic/Commerce,claim_augmentation_enrichment_composition,no_visible_social_arena,57,0,1,0
Jan Pietersz Dou,Leiden_1607,1607,Leiden,DUTCH,4,1–6,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,pedagogical_school_arena; professional_practical_arena; general_public_lovers_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,57,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,58,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,58,0,1,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,58,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,58,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-10,1627,Lyon,FRENCH,,No primary family,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_visual_material_aids,no_visible_social_arena,58,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-26,1627,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Instruments/Measurement | Applied Mechanics/Military,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids; claim_selection_extraction_abridgment,learned_scholarly_arena; patronage_prestige_arena,58,0,1,0
Jan Pietersz Dou,Leiden_1606,1606,Leiden,DUTCH,4,1-6,claim_method_demonstration_order; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,no_visible_social_arena,bib-205,1664,Dordrecht,DUTCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,no_visible_social_arena,58,0,1,0
[No named author/editor],Paris_1626b,1626,Paris,LATIN,6,,claim_ancient_authority_restoration,no_visible_social_arena,bib-74,1684,London,ENGLISH,,No primary family,,no_visible_social_arena,58,0,0,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-3,1617,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,59,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,59,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,59,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,59,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-23,1626,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,59,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-50,1626,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,59,0,1,0
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,ustc-56,1618,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,claim_augmentation_enrichment_composition,no_visible_social_arena,59,0,0,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-3,1617,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,60,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-1,1623,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_method_demonstration_order; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,60,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-7,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,60,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-60,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,60,0,1,0
Federico Commandino,Pesaro_1619,1619,Pesaro,LATIN,2,1–15,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,bib-41,1558,Venice,LATIN,,Visual/Spatial Arts | Cosmos/Earth,,no_visible_social_arena,61,0,1,0
Jan Pietersz Dou,Rotterdam_1661,1661,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,general_public_lovers_arena,bib-209,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement,,no_visible_social_arena,61,0,1,0
Jan Pietersz Dou,Rotterdam_1661,1661,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,general_public_lovers_arena,bib-210,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,no_visible_social_arena,61,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-1,1623,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_method_demonstration_order; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,62,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-7,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,62,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-60,1623,Paris,FRENCH,,Geometry/Theory,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,62,0,1,0
[No named author/editor],Basel_1570,1570,Basel,DUTCH,2,,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,ustc-27,1632,Paris,FRENCH,,Arithmetic/Commerce,,no_visible_social_arena,62,0,0,0
[No named author/editor],Basel_1570,1570,Basel,DUTCH,2,,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,ustc-52,1632,Paris,FRENCH,,Arithmetic/Commerce,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,no_visible_social_arena,62,0,0,0
Denis Henrion,Rouen_1676,1676,Rouen,FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-18,1613,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,63,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-5,1620,Paris,FRENCH,,Cosmos/Earth,,no_visible_social_arena,63,0,1,0
